name,ansprechpartner_name,ansprechpartner_rolle,adresse,plz,ort,bundesland,bezirk_region,telefon,fax,email,website,google_maps,branche,kategorie,verbrauchspotenzial,datum_gefunden,quell_url
ASW Stühn Anlagenbau GmbH,,,,57586,Weitefeld,Nordrhein-Westfalen,Siegen,02743-80 08-0,,info@stuehn.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=ASW%20St%C3%BChn%20Anlagenbau%20GmbH%20%2057586%20Weitefeld,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/weitefeld_asw_stuehn_anlagenbau_gmbh.htm
Thumm Technologie GmbH,,,,72622,Noertingen,Baden-Wuerttemberg,Tuebingen,07022-92 76-0,,info@thumm-tec.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Thumm%20Technologie%20GmbH%20%2072622%20Noertingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/noertingen_thumm_technologie_gmbh.htm
Schäfer Zerspanungstechnik GmbH,,,,58256,Ennepetal,Nordrhein-Westfalen,,02333-60 33 08,,engemann@schaefer-zerspannungstechnik.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Sch%C3%A4fer%20Zerspanungstechnik%20GmbH%20%2058256%20Ennepetal,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/ennepetal_schaefer_zerspanungstechnik_gmbh.htm
SQ-Tech GmbH,,,,92442,Wackersdorf,Bayern,,09402-79 99 75 0,,,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=SQ-Tech%20GmbH%20%2092442%20Wackersdorf,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/wackersdorf_sq_tech_gmbh.htm
Montronic GmbH & Co. KG,,,,21509,Glinde,Hamburg,Hamburg,040-73 09 29-0,,info@montronic.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Montronic%20GmbH%20%26%20Co.%20KG%20%2021509%20Glinde,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/glinde_montronic_gmbh__co_kg.htm
seebatech Präzisionmaschinenbauteile GmbH & Co. KG,,,,98617,Rhoenblick,Thueringen,,036943-63 99 3,,info@seebatech.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=seebatech%20Pr%C3%A4zisionmaschinenbauteile%20GmbH%20%26%20Co.%20KG%20%2098617%20Rhoenblick,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/rhoenblick_seebatech_praezisionmaschinenbauteile_g.htm
Luhn Drehtechnik GmbH,,,,40878,Ratingen,Nordrhein-Westfalen,Duesseldorf,02102-50 11 5,,info@luhn-drehtechnik.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Luhn%20Drehtechnik%20GmbH%20%2040878%20Ratingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/ratingen_luhn_drehtechnik_gmbh.htm
Häberle Laser- und Feinwerktechnik Gmbh & Co. KG,,,,78713,Schramberg,Baden-Wuerttemberg,,07422-96 26 6,,info@haeberle-laser.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=H%C3%A4berle%20Laser-%20und%20Feinwerktechnik%20Gmbh%20%26%20Co.%20KG%20%2078713%20Schramberg,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/schramberg_haeberle_laser_und_feinwerktechnik_gmbh.htm
RSB Rationelle Stahlbearbeitung GmbH & Co. KG,,,,36460,Merkers,Hessen,,036969-53 6-0,,rsb-stahl@rsb-stahl.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=RSB%20Rationelle%20Stahlbearbeitung%20GmbH%20%26%20Co.%20KG%20%2036460%20Merkers,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/merkers_rsb_rationelle_stahlbearbeitung_gmbh__co_k.htm
Maschinenbau Wagner GmbH,,,,96472,Roedental,Bayern,,09563-72 61-65,,maschinenbau.wagner@acor.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Maschinenbau%20Wagner%20GmbH%20%2096472%20Roedental,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/roedental_maschinenbau_wagner_gmbh.htm
hpl-Neugnadenfelder Maschinenfabrik GmbH,,,,49824,Ringe,Niedersachsen,Osnabrueck,05944-93 01-0,,info@hpl-group.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=hpl-Neugnadenfelder%20Maschinenfabrik%20GmbH%20%2049824%20Ringe,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/ringe_neugnadenfeld_hpl_neugnadenfelder_maschinenf.htm
WeLo GmbH Weidner Lohnfertigung,,,,92637,Weiden,Bayern,,0961-38 18 94-0,,info@we-lo.net,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=WeLo%20GmbH%20Weidner%20Lohnfertigung%20%2092637%20Weiden,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/weiden_welo_gmbh_weidner_lohnfertigung.htm
Becker Umformtechnik GmbH,,,,58462,Luedenscheid,Nordrhein-Westfalen,,02761-68 09,,info@becker-olpe.com,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Becker%20Umformtechnik%20GmbH%20%2058462%20Luedenscheid,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/luedenscheid_becker_umformtechnik_gmbh.htm
austerlitz electronic gmbh,,,,90489,Nuernberg,Bayern,Nuernberg,0911-59 74 7-0,,info@austerlitz-electronic.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=austerlitz%20electronic%20gmbh%20%2090489%20Nuernberg,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/nuernberg_austerlitz_electronic_gmbh.htm
Armin Buchmann CNC Fertigungstechnik GmbH & Co. KG,,,,87700,Memmingen,Bayern,Kempten,08331-49 03 02,,info@buchmann-cnc.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Armin%20Buchmann%20CNC%20Fertigungstechnik%20GmbH%20%26%20Co.%20KG%20%2087700%20Memmingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/memmingen_armin_buchmann_cnc_fertigungstechnik_gmb.htm
CNC Technik Schmahl,,,,55268,Nieder,Rheinland-Pfalz,Mainz,06136-91 68-0,,info@cnc-technik.com,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=CNC%20Technik%20Schmahl%20%2055268%20Nieder,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/nieder_olm_cnc_technik_schmahl.htm
CNC-Fertigung und Vorrichtungsbau Glöckler,,,,78647,Trossingen,Baden-Wuerttemberg,,07425-33 81-0,,info@cnc-fertigung.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=CNC-Fertigung%20und%20Vorrichtungsbau%20Gl%C3%B6ckler%20%2078647%20Trossingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/trossingen_cnc_fertigung_und_vorrichtungsbau_gloec.htm
Habrama GmbH,,,,89155,Erbach,Bayern,Ulm,07305-95 66 25-0,,info@habrama.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Habrama%20GmbH%20%2089155%20Erbach,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/erbach_habrama_gmbh.htm
Franz Schirling Drehtechnik,,,,87727,Babenhausen,Bayern,Kempten,08333-81 89,,franz-schirling@t-online.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Franz%20Schirling%20Drehtechnik%20%2087727%20Babenhausen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/babenhausen_franz_schirling_drehtechnik.htm
Ellwanger GmbH,,,,73230,Kirchheim,Baden-Wuerttemberg,,07021-72 49 1-0,,info@ellwanger-gmbh.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Ellwanger%20GmbH%20%2073230%20Kirchheim,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/kirchheim_unter_teck_ellwanger_gmbh.htm
Blum Metallbearbeitung e.K.,,,,79805,Eggingen,Baden-Wuerttemberg,Freiburg,07746-92 16-0,,info@blum-metall.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Blum%20Metallbearbeitung%20e.K.%20%2079805%20Eggingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/eggingen_blum_metallbearbeitung_e_k_.htm
Bärtle CNC Metallbearbeitung GmbH & Co KG,,,,72459,Albstadt,Baden-Wuerttemberg,Tuebingen,07431-74 52 3,,baertle-albstadt@t-online.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=B%C3%A4rtle%20CNC%20Metallbearbeitung%20GmbH%20%26%20Co%20KG%20%2072459%20Albstadt,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/albstadt_baertle_cnc_metallbearbeitung_gmbh__co_kg.htm
Ibrahim Bincan Metallbearbeitung,,,,74172,Neckarsulm,Baden-Wuerttemberg,Heilbronn,07139-93 75 46 0,,info@bincan.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Ibrahim%20Bincan%20Metallbearbeitung%20%2074172%20Neckarsulm,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/neckarsulm_ibrahim_bincan_metallbearbeitung.htm
Hans Mattis GmbH,,,,97816,Lohr,Bayern,Wuerzburg,09352-87 45-0,,anfrage@mattis.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Hans%20Mattis%20GmbH%20%2097816%20Lohr,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/lohr_am_main_hans_mattis_gmbh.htm
Franz Zipperer GmbH,,,,97877,Wertheim,Bayern,Wuerzburg,09342-58 31,,info@zipperer-gmbh.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Franz%20Zipperer%20GmbH%20%2097877%20Wertheim,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/wertheim_franz_zipperer_gmbh.htm
Eisenbeis Maschinenbau und CNC Bearbeitungs GmbH,,,,76189,Karlsruhe,Baden-Wuerttemberg,Karlsruhe,0721-95 00-40,,info@eisenbeis-cnc.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Eisenbeis%20Maschinenbau%20und%20CNC%20Bearbeitungs%20GmbH%20%2076189%20Karlsruhe,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/karlsruhe_eisenbeis_maschinenbau_und_cnc_bearbeitu.htm
Hanses GmbH Metallverarbeitung,,,,59889,Eslohe,Nordrhein-Westfalen,,02973-97 14-0,,info@hanses.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Hanses%20GmbH%20Metallverarbeitung%20%2059889%20Eslohe,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/eslohe___sauerland_hanses_gmbh_metallverarbeitung.htm
KS Metallbearbeitung GmbH,,,,78549,Spaichingen,Baden-Wuerttemberg,,07424-98 10 51 0,,k.schuhmacher@ks-metall.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=KS%20Metallbearbeitung%20GmbH%20%2078549%20Spaichingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/spaichingen_ks_metallbearbeitung_gmbh.htm
Herbert Maschinen- und Anlagenbau GmbH & Co. KG,,,,36088,Huenfeld,Hessen,,06652-60 9-0,,info@herbert.eu,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Herbert%20Maschinen-%20und%20Anlagenbau%20GmbH%20%26%20Co.%20KG%20%2036088%20Huenfeld,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/huenfeld_herbert_maschinen_und_anlagenbau_gmbh__co.htm
Hoffmann und Voß GmbH,,,,74080,Boeckingen,Baden-Wuerttemberg,Heilbronn,07131-42 84 3,,info@metalltechnik-hovo.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Hoffmann%20und%20Vo%C3%9F%20GmbH%20%2074080%20Boeckingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/boeckingen_hoffmann_und_voss_gmbh.htm
Kersten Maschinenbau GmbH,,,,01689,Niederau,Sachsen,Dresden,03521-47 05 30,,info@kersten-maschinenbau.net,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Kersten%20Maschinenbau%20GmbH%20%2001689%20Niederau,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/niederau_kersten_maschinenbau_gmbh.htm
Karl Hofmann GmbH & Co.,,,,85221,Dachau,Bayern,Muenchen,08131-53 96 63,,KarlHofmannGmbH@t-online.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Karl%20Hofmann%20GmbH%20%26%20Co.%20%2085221%20Dachau,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/dachau_karl_hofmann_gmbh__co_.htm
Horlacher Maschinenbau GmbH und Co KG,,,,73271,Holzmaden,Baden-Wuerttemberg,,07023-64 12,,info@cnc-horlacher.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Horlacher%20Maschinenbau%20GmbH%20und%20Co%20KG%20%2073271%20Holzmaden,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/holzmaden_horlacher_maschinenbau_gmbh_und_co_kg.htm
RMM Metallbearbeitung GmbH,,,,35232,Dautphetal,Hessen,Marburg,06468-91 78 1-0,,av@rmm-gmbh.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=RMM%20Metallbearbeitung%20GmbH%20%2035232%20Dautphetal,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/dautphetal_rmm_metallbearbeitung_gmbh.htm
Pour Werkzeugbau GmbH,,,,59469,Ense,Nordrhein-Westfalen,,02938-98 73 91,,info@pour-werkzeugbau.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Pour%20Werkzeugbau%20GmbH%20%2059469%20Ense,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/ense_pour_werkzeugbau_gmbh.htm
Morlock Präzisionstechnik e.K.,,,,72270,Baiersbronn,Baden-Wuerttemberg,Tuebingen,07442-84 01-0,,info@morlock.biz,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Morlock%20Pr%C3%A4zisionstechnik%20e.K.%20%2072270%20Baiersbronn,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/baiersbronn_morlock_praezisionstechnik_e_k_.htm
Link & Tepel GmbH,,,,44805,Bochum,Nordrhein-Westfalen,Dortmund,0234-89 17 0-0,,info@link-tepel.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Link%20%26%20Tepel%20GmbH%20%2044805%20Bochum,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/bochum_link__tepel_gmbh.htm
KSI Konstruktionen für die Strangpreßindustrie GmbH,,,,56727,Mayen,Rheinland-Pfalz,Koblenz,02651-90 09 0-0,,info@ksimayen.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=KSI%20Konstruktionen%20f%C3%BCr%20die%20Strangpre%C3%9Findustrie%20GmbH%20%2056727%20Mayen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/mayen_ksi_konstruktionen_fuer_die_strangpressindus.htm
IN-TEC GmbH,,,,04827,Machern,Sachsen,Leipzig,034292-63 07-0,,info@intec-components.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=IN-TEC%20GmbH%20%2004827%20Machern,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/machern_in_tec_gmbh.htm
Holger Pentzold,,,,09117,Chemnitz,Sachsen,Chemnitz,0371-28 30 97 6,,info@pentzold.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Holger%20Pentzold%20%2009117%20Chemnitz,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/chemnitz_holger_pentzold.htm
Bartmann Maschinenbau GmbH,,,,67346,Speyer,Rheinland-Pfalz,,06232-3 22 48,,bartmann-speyer@t-online.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Bartmann%20Maschinenbau%20GmbH%20%2067346%20Speyer,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/speyer___rhein_bartmann_maschinenbau_gmbh.htm
Alber Mechanik,,,,72461,Albstadt,Baden-Wuerttemberg,Tuebingen,07432-38 05,,info@alber-mechanik.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Alber%20Mechanik%20%2072461%20Albstadt,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/albstadt_alber_mechanik.htm
Werner Rathmann Maschinenbau GmbH,,,,27721,Ritterhude,Niedersachsen,,04292-81 24-0,,info@w-rathmann.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Werner%20Rathmann%20Maschinenbau%20GmbH%20%2027721%20Ritterhude,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/ritterhude_werner_rathmann_maschinenbau_gmbh.htm
Weber CNC-Zerspanung,,,,35315,Homberg,Hessen,Marburg,06633-64 37 5-0,,info@weber-zerspanung.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Weber%20CNC-Zerspanung%20%2035315%20Homberg,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/homberg_weber_cnc_zerspanung.htm
Unitec Helmsdorf GmbH,,,,01833,Stolpen,Sachsen,Dresden,03573-28 1-0,,info@unitec-helmsdorf.de,http://www.Lohnarbeit.de,https://www.google.com/maps/search/?api=1&query=Unitec%20Helmsdorf%20GmbH%20%2001833%20Stolpen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnarbeit.de/firmen/stolpen_unitec_helmsdorf_gmbh.htm
UHLIG Präzisions Fertigungs GmbH,,,,09423,Gelenau,Sachsen,Chemnitz,037297-49 8-92,,info@uhlig-pf.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=UHLIG%20Pr%C3%A4zisions%20Fertigungs%20GmbH%20%2009423%20Gelenau,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/gelenau_erzgebirge_uhlig_praezisions_fertigungs_gm.htm
Scherer Metallbearbeitungs GmbH,,,,72351,Geislingen,Baden-Wuerttemberg,Tuebingen,07433-26 00 9-0,,bscherer@scherer-metall.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Scherer%20Metallbearbeitungs%20GmbH%20%2072351%20Geislingen,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/geislingen_scherer_metallbearbeitungs_gmbh.htm
Ehmann CNC-Bearbeitung,,,,71686,Remseck,Baden-Wuerttemberg,Stuttgart,07146-42 16 5,,ehmanncnc@t-online.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Ehmann%20CNC-Bearbeitung%20%2071686%20Remseck,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/remseck_am_neckar_ehmann_cnc_bearbeitung.htm
DMVA Zerspanungstechnik,,,,42857,Remscheid,Nordrhein-Westfalen,Wuppertal,02191-46 08 47 2,,dmva-cnc@web.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=DMVA%20Zerspanungstechnik%20%2042857%20Remscheid,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/remscheid_dmva_zerspanungstechnik.htm
DG InnoTec Dengler u. Gläser GmbH,,,,72160,Horb,Baden-Wuerttemberg,Tuebingen,07451-51 20 3,,info@dginnotec.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=DG%20InnoTec%20Dengler%20u.%20Gl%C3%A4ser%20GmbH%20%2072160%20Horb,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/horb_am_neckar_dg_innotec_dengler_u_glaeser_gmbh.htm
Burkhard,,,,84453,Muehldorf,Bayern,Landshut,08631-16 34-0,,webinfo@fa-burkhard.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Burkhard%20%2084453%20Muehldorf,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/muehldorf_am_inn_burkhard.htm
Winkenstette Industrieservice GmbH & Co. KG,,,,33378,Rheda,Nordrhein-Westfalen,Bielefeld,05242-93 63-0,,zerspanung@winkenstette.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Winkenstette%20Industrieservice%20GmbH%20%26%20Co.%20KG%20%2033378%20Rheda,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/rheda_wiedenbrueck_winkenstette_industrieservice_g.htm
LMB-Fürsicht GmbH,,,,86444,Affing,Bayern,Augsburg,08207-95 89 60-0,,zentrale@lmb-fuersicht.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=LMB-F%C3%BCrsicht%20GmbH%20%2086444%20Affing,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/affing_lmb_fuersicht_gmbh.htm
HSM Metallwarenfabrik Schwirten GmbH & Co. KG,,,,51709,Marienheide,Nordrhein-Westfalen,Koeln,02264-40 32 21,,info@hsm-schwirten.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=HSM%20Metallwarenfabrik%20Schwirten%20GmbH%20%26%20Co.%20KG%20%2051709%20Marienheide,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/marienheide_hsm_metallwarenfabrik_schwirten_gmbh__.htm
Walter Bergmann Werkzeugbau GmbH,,,,13347,Berlin,Berlin,Berlin,030-46 53 06 3,,kontakt@bergmann-werkzeugbau.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Walter%20Bergmann%20Werkzeugbau%20GmbH%20%2013347%20Berlin,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/berlin_walter_bergmann_werkzeugbau_gmbh.htm
BMA Braunschweigische Maschinenbauanstalt GmbH,,,,38122,Braunschweig,Niedersachsen,Braunschweig,0531-80 4-0,,sales@bma-de.com,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=BMA%20Braunschweigische%20Maschinenbauanstalt%20GmbH%20%2038122%20Braunschweig,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/braunschweig_bma_braunschweigische_maschinenbauans.htm
Klaus Metzger Zerspanungstechnik,,,,76694,Forst,Baden-Wuerttemberg,Karlsruhe,07251-98 05-80,,info@wmk-metzger.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Klaus%20Metzger%20Zerspanungstechnik%20%2076694%20Forst,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/forst_klaus_metzger_zerspanungstechnik.htm
BAM GmbH,,,,92637,Weiden,Bayern,,0961-60 00-0,,info@bam.group,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=BAM%20GmbH%20%2092637%20Weiden,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/weiden_i_d_opf_bam_gmbh.htm
Sauther GmbH & Co. KG,,,,67346,Speyer,Rheinland-Pfalz,,06232-31 79 34,,mail@sauther-gmbh.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Sauther%20GmbH%20%26%20Co.%20KG%20%2067346%20Speyer,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/speyer_sauther_gmbh__co_kg.htm
Hofmeister Maschinen- und Stahlbau GmbH,,,,09603,Grossschirma,Sachsen,Chemnitz,037324-75 31,,info@hofmeister-obergruna.de,http://www.Lohnfertigung.biz,https://www.google.com/maps/search/?api=1&query=Hofmeister%20Maschinen-%20und%20Stahlbau%20GmbH%20%2009603%20Grossschirma,Lohnfertigung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lohnfertigung.biz/firmen/grossschirma_obergruna_hofmeister_maschinen_und_st.htm
